cluster_id,timestep,hour,minute,time_label,consumption_kw,generation_kw,net_demand_kw,self_sufficiency_instant,is_peak,is_valley,is_surplus
0,0,0,0,00:00,6.46154426000723,4.617894469554674,1.843649790452556,0.7146735027625589,False,False,False
0,1,0,15,00:15,4.098688289906982,3.6806081578485905,0.41808013205839156,0.8979966022085861,False,False,False
0,2,0,30,00:30,5.718711306617503,2.416453723309072,3.302257583308431,0.4225521439616705,False,False,False
0,3,0,45,00:45,3.0723059371606922,3.3324060449630006,-0.2601001078023084,1.0846595726865285,False,False,True
0,4,1,0,01:00,6.650651710376052,2.106829759707348,4.543821950668704,0.31678545974981154,False,False,False
0,5,1,15,01:15,6.256433959224815,1.74508261229587,4.511351346928945,0.2789260821210825,False,False,False
0,6,1,30,01:30,3.613876982024717,4.92730090382881,-1.3134239218040928,1.3634390236128713,False,False,True
0,7,1,45,01:45,2.4759833225699515,0.008416217658986369,2.467567104910965,0.003399141497548837,False,False,False
0,8,2,0,02:00,4.641488131016959,2.1394321616592333,2.5020559693577256,0.46093668695657736,False,False,False
0,9,2,15,02:15,7.640036943633733,4.613625803667559,3.026411139966174,0.6038748029238244,False,False,False
0,10,2,30,02:30,2.1310931038964527,0.5797621082632692,1.5513309956331836,0.272049169134489,False,True,False
0,11,2,45,02:45,5.057855647006875,3.5527245921021775,1.5051310549046972,0.7024171585847058,False,False,False
0,12,3,0,03:00,8.380610663944694,1.8509608912709485,6.5296497726737455,0.2208622933927961,False,False,False
0,13,3,15,03:15,7.750052416672499,0.5707353551415995,7.1793170615309,0.073642773552575,False,False,False
0,14,3,30,03:30,5.708450115968517,2.0500063854084467,3.65844373056007,0.3591178592721459,False,False,False
0,15,3,45,03:45,9.43433030007253,1.7490989877925267,7.685231312280003,0.18539726002375387,True,False,False
0,16,4,0,04:00,4.953033109252288,1.5479723338411127,3.405060775411175,0.31253018094094576,False,False,False
0,17,4,15,04:15,3.5357525754492265,2.6164192245272067,0.9193333509220198,0.7399893427765611,False,False,False
0,18,4,30,04:30,9.290378057597938,0.8124817304963367,8.4778963271016,0.08745410848290139,True,False,False
0,19,4,45,04:45,8.12684027675572,1.6414877645531982,6.485352512202522,0.201983514952073,False,False,False
0,20,5,0,05:00,7.107320057244611,4.098965363393549,3.0083546938510626,0.5767244658154101,False,False,False
0,21,5,15,05:15,1.0672807374282507,1.6048054203599755,-0.5375246829317248,1.503639449379513,False,True,True
0,22,5,30,05:30,7.374706328309085,3.200238379156545,4.17446794915254,0.4339479074403108,False,False,False
0,23,5,45,05:45,6.60843548886027,4.806042472239173,1.8023930166210969,0.7272587407928305,False,False,False
0,24,6,0,06:00,3.6417446291282642,0.9021702499625073,2.7395743791657567,0.24773023422525445,False,False,False
0,25,6,15,06:15,9.301696428557694,3.5711862279394735,5.7305102006182205,0.3839284860958654,True,False,False
0,26,6,30,06:30,4.5654950680743696,0.014445595223392393,4.551049472850977,0.0031640807859825907,False,False,False
0,27,6,45,06:45,9.758767884672862,4.206122544971558,5.552645339701304,0.43100959000958533,True,False,False
0,28,7,0,07:00,5.655111644605206,0.995309981127544,4.659801663477662,0.17600182696252117,False,False,False
0,29,7,15,07:15,6.564965411938517,4.981071095510463,1.5838943164280543,0.7587353143479306,False,False,False
0,30,7,30,07:30,5.081829018521236,3.0975607339920463,1.9842682845291897,0.6095365906059954,False,False,False
0,31,7,45,07:45,7.355857796828552,1.6910812006186675,5.664776596209885,0.22989585271044394,False,False,False
0,32,8,0,08:00,9.303730223604182,2.3887887096051648,6.914941513999017,0.25675601637122375,True,False,False
0,33,8,15,08:15,5.896115201470716,1.6431904850372725,4.252924716433443,0.27869036287272647,False,False,False
0,34,8,30,08:30,2.3315617042684424,4.007639582706895,-1.676077878438453,1.7188649030261647,False,False,True
0,35,8,45,08:45,8.994125868568759,3.4074937711485442,5.586632097420214,0.37885769233634053,False,False,False
0,36,9,0,09:00,7.272715280080473,4.730822686241163,2.54189259383931,0.6504891920076399,False,False,False
0,37,9,15,09:15,3.7092956467127856,0.9248674329821488,2.784428213730637,0.24933775063246183,False,False,False
0,38,9,30,09:30,4.192036307689759,4.8701632314351535,-0.6781269237453946,1.1617655177512316,False,False,True
0,39,9,45,09:45,2.013532005908028,3.919441170014193,-1.905909164106165,1.9465502204652918,False,True,True
0,40,10,0,10:00,2.6294199295798784,1.1848044351246767,1.4446154944552017,0.4505953658432876,False,False,False
0,41,10,15,10:15,8.418033139580707,3.031681628321638,5.386351511259069,0.3601413273211042,False,False,False
0,42,10,30,10:30,6.359266864423489,1.5707836008944893,4.788483263529,0.24700702681344253,False,False,False
0,43,10,45,10:45,5.041992279321027,1.2844891855803735,3.7575030937406537,0.2547582611041498,False,False,False
0,44,11,0,11:00,7.441734425033849,2.51918995553092,4.922544469502929,0.3385218836964155,False,False,False
0,45,11,15,11:15,7.018264558021873,2.9789826135037485,4.039281944518125,0.42446143043991874,False,False,False
0,46,11,30,11:30,8.535478093010717,1.4749195224951,7.060558570515617,0.1727987004855462,False,False,False
0,47,11,45,11:45,8.971228359427915,2.7765997984673647,6.194628560960551,0.309500515116129,False,False,False
0,48,12,0,12:00,2.043970728215029,1.4129542096918728,0.6310165185231562,0.691279082516894,False,True,False
0,49,12,15,12:15,3.043569727110964,2.241021324664307,0.8025484024466571,0.7363134495333357,False,False,False
0,50,12,30,12:30,3.5911092826196143,0.47889343387994165,3.1122158487396727,0.1333552939192656,False,False,False
0,51,12,45,12:45,3.122408321542265,0.8953527233543507,2.2270555981879143,0.286750684456319,False,False,False
0,52,13,0,13:00,3.6948781516588967,0.79215326097406,2.9027248906848366,0.21439225556556052,False,False,False
0,53,13,15,13:15,4.236445945250029,3.3258416330314744,0.9106043122185548,0.7850546604425488,False,False,False
0,54,13,30,13:30,5.131437721169743,2.4771795718136564,2.654258149356086,0.48274571502525576,False,False,False
0,55,13,45,13:45,6.080779073154935,1.6503539393295426,4.430425133825393,0.2714050156196971,False,False,False
0,56,14,0,14:00,1.5048477155199098,1.104427767006615,0.4004199485132949,0.733913309377651,False,True,False
0,57,14,15,14:15,2.592607134611723,3.697698372000211,-1.1050912373884878,1.4262470864310066,False,False,True
0,58,14,30,14:30,9.00270597867668,3.243784880582105,5.758921098094575,0.36031220926965263,False,False,False
0,59,14,45,14:45,2.947079024237728,0.16666252302716456,2.7804165012105635,0.05655176588631599,False,False,False
0,60,15,0,15:00,6.2223824761751265,3.0751372555123604,3.147245220662766,0.49420575917452036,False,False,False
0,61,15,15,15:15,9.879681792940545,1.9968012538212947,7.882880539119251,0.20211189951968844,True,False,False
0,62,15,30,15:30,5.766155799230575,1.2429070389384318,4.523248760292144,0.21555210823548732,False,False,False
0,63,15,45,15:45,4.992257156881794,4.636680369590377,0.35557678729141706,0.9287743447267621,False,False,False
0,64,16,0,16:00,9.46937605246654,1.6613038320822908,7.808072220384249,0.17543963011687153,True,False,False
0,65,16,15,16:15,4.7142196841376265,2.8072960033179797,1.9069236808196468,0.5954953717502707,False,False,False
0,66,16,30,16:30,4.477952254856795,1.250403634900299,3.2275486199564964,0.2792355888886731,False,False,False
0,67,16,45,16:45,9.368682116956226,3.668470655863842,5.700211461092383,0.3915674168541098,True,False,False
0,68,17,0,17:00,5.008442201177427,1.7860636237641336,3.2223785774132936,0.3566106090521022,False,False,False
0,69,17,15,17:15,7.329103735085146,1.7180689844938972,5.611034750591248,0.234417337589224,False,False,False
0,70,17,30,17:30,1.330904305358905,0.276750229222153,1.054154076136752,0.2079414936955379,False,True,False
0,71,17,45,17:45,6.552998321589309,3.0889346730376284,3.4640636485516803,0.4713773026403682,False,False,False
0,72,18,0,18:00,5.458641498949109,1.2296253183560317,4.229016180593077,0.22526214967455874,False,False,False
0,73,18,15,18:15,5.396445939432159,3.054844223898745,2.3416017155334137,0.5660844671076593,False,False,False
0,74,18,30,18:30,1.0247357017545777,3.423172960649543,-2.3984372588949654,3.3405423025549923,False,True,True
0,75,18,45,18:45,4.816444102928537,3.8501493411152357,0.9662947618133018,0.7993759003191241,False,False,False
0,76,19,0,19:00,6.950595540707622,1.5487580167204378,5.401837523987184,0.22282378648704437,False,False,False
0,77,19,15,19:15,8.056914589810706,4.597367508874796,3.45954708093591,0.5706114242155332,False,False,False
0,78,19,30,19:30,3.404634333485704,1.7625403871530798,1.6420939463326243,0.5176886016268804,False,False,False
0,79,19,45,19:45,1.2556097332610379,2.1145117145912473,-0.8589019813302095,1.6840517069738627,False,True,True
0,80,20,0,20:00,3.587184700456331,4.942108237168715,-1.3549235367123842,1.3777122311377004,False,False,True
0,81,20,15,20:15,3.0810582921189376,2.0182419031669863,1.0628163889519513,0.6550482697226023,False,False,False
0,82,20,30,20:30,6.098885682544008,3.8384396876107,2.260445994933308,0.6293673774861746,False,False,False
0,83,20,45,20:45,7.933040352190365,4.160215467008588,3.7728248851817767,0.5244162745069014,False,False,False
0,84,21,0,21:00,4.776775788035577,3.588488022065545,1.1882877659700322,0.7512364367307454,False,False,False
0,85,21,15,21:15,1.1994106535489615,0.4877117567399408,0.7116988968090207,0.40662616702364635,False,True,False
0,86,21,30,21:30,4.887300231603602,3.2293098722942415,1.6579903593093603,0.6607553698894928,False,False,False
0,87,21,45,21:45,6.303328735823803,3.5151009700603892,2.788227765763414,0.557657884806636,False,False,False
0,88,22,0,22:00,9.271125231971794,0.9209325935011387,8.350192638470656,0.0993334218294529,True,False,False
0,89,22,15,22:15,9.533815660126658,0.49228953013488896,9.04152612999177,0.05163614943739628,True,False,False
0,90,22,30,22:30,1.8092665760922546,0.7266024537169224,1.0826641223753322,0.40160055091841423,False,True,False
0,91,22,45,22:45,4.263565310637519,2.24052901261315,2.023036298024369,0.5255059672765116,False,False,False
0,92,23,0,23:00,6.741171750183833,3.142647696707901,3.598524053475932,0.4661871575401117,False,False,False
0,93,23,15,23:15,8.362427132718004,4.010530394228737,4.351896738489267,0.47958927839712145,False,False,False
0,94,23,30,23:30,5.120127971082459,0.19599174697070676,4.924136224111752,0.03827868132937928,False,False,False
0,95,23,45,23:45,7.750148205521581,3.346230976627819,4.4039172288937625,0.4317634821800958,False,False,False
