cluster_id,timestep,hour,minute,time_label,consumption_kw,generation_kw,net_demand_kw,self_sufficiency_instant,is_peak,is_valley,is_surplus
0,0,0,0,00:00,1.030708616865926,2.1492809818756893,-1.1185723650097632,2.0852459625408044,False,True,True
0,1,0,15,00:15,8.527553050339664,0.795674974654586,7.731878075685078,0.09330636466962738,False,False,False
0,2,0,30,00:30,9.647480410228834,0.08469051349572654,9.562789896733108,0.0087785110613889,True,False,False
0,3,0,45,00:45,4.781260223639414,2.017637868898432,2.763622354740982,0.4219887173098979,False,False,False
0,4,1,0,01:00,8.202724188386526,0.3167640379631831,7.885960150423343,0.038616931483769726,False,False,False
0,5,1,15,01:15,4.472201138740321,3.7914919141978847,0.680709224542436,0.847791008627539,False,False,False
0,6,1,30,01:30,8.758947370480929,1.1952085019066732,7.563738868574255,0.13645572365632877,True,False,False
0,7,1,45,01:45,4.089751132590781,4.532005208694349,-0.44225407610356804,1.1081371608603012,False,False,True
0,8,2,0,02:00,3.4513069118423942,0.23413534073661424,3.21717157110578,0.06783961748902445,False,False,False
0,9,2,15,02:15,8.540450015354832,4.747606834535905,3.7928431808189274,0.5558965658718459,False,False,False
0,10,2,30,02:30,8.243904003462816,2.8273457624001197,5.416558241062697,0.3429619948525001,False,False,False
0,11,2,45,02:45,8.738127405254493,0.38539529956917007,8.352732105685323,0.04410502178503606,False,False,False
0,12,3,0,03:00,7.256647536179026,1.5844738569161327,5.672173679262893,0.21834791465570264,False,False,False
0,13,3,15,03:15,3.5429124491934076,0.3155383830817371,3.2273740661116705,0.08906186297478892,False,False,False
0,14,3,30,03:30,7.063109306299152,2.6592159690866612,4.403893337212491,0.3764936735036891,False,False,False
0,15,3,45,03:45,8.806900600554307,2.7910684399944334,6.015832160559874,0.3169183537530517,True,False,False
0,16,4,0,04:00,7.476726227391675,2.433448798651579,5.043277428740096,0.3254698279223352,False,False,False
0,17,4,15,04:15,7.227156304498109,1.5580256994780772,5.669130605020032,0.2155793556738738,False,False,False
0,18,4,30,04:30,2.781215482016713,4.5538729840190655,-1.7726575020023523,1.6373679110677768,False,False,True
0,19,4,45,04:45,6.893346840129153,0.16035027432808713,6.732996565801066,0.02326159963323169,False,False,False
0,20,5,0,05:00,5.444769063417389,1.1610490978555594,4.283719965561829,0.21324120166206487,False,False,False
0,21,5,15,05:15,5.729519719111615,2.244357968665823,3.4851617504457924,0.39171834267005884,False,False,False
0,22,5,30,05:30,2.408445140501353,2.946047981553648,-0.537602841052295,1.223215730353063,False,False,True
0,23,5,45,05:45,6.22613280922698,0.3570602022226482,5.869072607004332,0.057348632475923665,False,False,False
0,24,6,0,06:00,6.722265938115758,2.2494006476810124,4.472865290434745,0.33461940785870137,False,False,False
0,25,6,15,06:15,9.052698105043032,4.857338988266541,4.1953591167764905,0.5365625730477678,True,False,False
0,26,6,30,06:30,5.760066787466317,4.890013691353003,0.8700530961133142,0.8489508666797899,False,False,False
0,27,6,45,06:45,8.719349196718891,3.017635103544343,5.701714093174548,0.34608490100154327,False,False,False
0,28,7,0,07:00,8.743030057722894,2.8240829372157643,5.91894712050713,0.3230096337963742,False,False,False
0,29,7,15,07:15,6.410817358924746,2.358874431564539,4.051942927360207,0.3679522125646988,False,False,False
0,30,7,30,07:30,7.303752848567443,3.0706016441338453,4.233151204433598,0.4204142319432554,False,False,False
0,31,7,45,07:45,6.044395241638459,4.667678665072187,1.376716576566272,0.772232535840412,False,False,False
0,32,8,0,08:00,2.0529842362309427,4.8864397012520975,-2.8334554650211548,2.3801642579696924,False,False,True
0,33,8,15,08:15,5.326311830298676,3.8413778541792203,1.4849339761194553,0.7212078407290347,False,False,False
0,34,8,30,08:30,7.689958489266071,2.8315927698367416,4.8583657194293295,0.36821951299076366,False,False,False
0,35,8,45,08:45,8.943825697269652,0.2804944384254249,8.663331258844227,0.03136179616191016,True,False,False
0,36,9,0,09:00,7.859690790807459,3.3512517231316643,4.508439067675795,0.4263846775055353,False,False,False
0,37,9,15,09:15,7.205116323737693,0.7793337197414785,6.425782603996215,0.10816393306155464,False,False,False
0,38,9,30,09:30,3.9301490798432117,3.252093433825883,0.6780556460173286,0.8274733013322796,False,False,False
0,39,9,45,09:45,8.752602465417844,4.0946800617915935,4.657922403626251,0.46782429317108437,True,False,False
0,40,10,0,10:00,9.65218299447503,2.1425230196538507,7.509659974821179,0.22197289679238824,True,False,False
0,41,10,15,10:15,2.493577250951323,1.0829573255673086,1.4106199253840144,0.43429868681796413,False,False,False
0,42,10,30,10:30,5.796331601671014,0.4082655795614537,5.38806602210956,0.07043516617368054,False,False,False
0,43,10,45,10:45,4.034187283664084,2.0315487550060523,2.002638528658032,0.5035831537203402,False,False,False
0,44,11,0,11:00,2.2856388335802014,3.9596956817855418,-1.6740568482053404,1.7324240486337532,False,False,True
0,45,11,15,11:15,5.818008249522544,2.0661035731280517,3.751904676394492,0.35512214567547357,False,False,False
0,46,11,30,11:30,1.0242394023121109,4.253721076688633,-3.229481674376522,4.1530535410825955,False,True,True
0,47,11,45,11:45,6.257464744125205,1.4360548953750474,4.821409848750157,0.22949468420469835,False,False,False
0,48,12,0,12:00,3.847310243840538,4.75304163648271,-0.9057313926421715,1.2354193800960627,False,False,True
0,49,12,15,12:15,1.9521813931069847,2.1158380925297697,-0.16365669942278505,1.083832731938049,False,False,True
0,50,12,30,12:30,9.349995190710679,4.163046624143788,5.186948566566891,0.4452458572684422,True,False,False
0,51,12,45,12:45,4.093022912961031,1.480515851827503,2.6125070611335275,0.3617169713707876,False,False,False
